"","unique_names","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes"
"1","seq.10454.99",-0.0137077761629731,8.42981699714472,-2.44881915490335,0.0152267538176733,0.999318021005051,-5.7650368852928,"DNAJC16"
"2","seq.10819.108",0.0168349481406653,12.6151718450627,2.49140148787722,0.01356858949582,0.999318021005051,-5.66258001815411,"FBLN1"
"3","seq.10903.50",-0.0103484801852749,13.5666863016921,-2.46091652373504,0.0147382955474858,0.999318021005051,-5.73609817028951,"STX8"
"4","seq.11126.102",-0.0223642164926018,11.1383075393237,-2.7846275819522,0.00589352530024331,0.999318021005051,-4.91240709717963,"TRIO"
"5","seq.11283.13",-0.00314426997434204,8.28675999071737,-2.45433385833866,0.0150023311543452,0.999318021005051,-5.75186150439965,"DCAF5"
"6","seq.11319.106",-0.00855124494313701,9.82527233654448,-2.5464037788226,0.0116656430818795,0.999318021005051,-5.52779077810065,"MRE11"
"7","seq.11557.3",-0.0112342733823483,11.4170865434365,-2.99715255717622,0.00308385614109336,0.999318021005051,-4.32069096270855,"SMURF1"
"8","seq.11934.9",-0.00564214269733929,7.8540827401125,-2.71219615065582,0.00728858339020067,0.999318021005051,-5.10491143364521,"INTS3"
"9","seq.12401.3",-0.0113341554675002,13.7619914212806,-2.90764703423777,0.00406882019234703,0.999318021005051,-4.57475312099707,"STAMBPL1"
"10","seq.12634.79",-0.0112048210204405,10.996382255674,-2.49830243781808,0.0133155611855535,0.999318021005051,-5.64581972848602,"BCAR3"
"11","seq.13013.41",-0.00852887627736947,10.2332356041714,-2.52637204107351,0.0123291542396915,0.999318021005051,-5.57719975612323,"PRKN"
"12","seq.13122.19",-0.0170196130973065,12.0099258431312,-2.89320173805753,0.00425241351212612,0.999318021005051,-4.61509568669101,"FLRT2"
"13","seq.13123.3",-0.00669227104412417,9.31378692630546,-2.50991882019042,0.0128991198624988,0.999318021005051,-5.61750899191444,"FLRT3"
"14","seq.13240.170",-0.0216305330001245,9.01076553822354,-2.81324315788396,0.00541274153883313,0.999318021005051,-4.83506396910922,"SHANK1"
"15","seq.13242.134",-0.0239685319198376,13.335427639441,-2.73754381998642,0.00676959131618306,0.999318021005051,-5.03807743885992,"SHANK3"
"16","seq.13256.21",-0.0104045035121185,12.1096198781383,-2.47356410748864,0.0142425510383354,0.999318021005051,-5.70570009283495,"SHANK1"
"17","seq.13482.14",-0.0191293114283909,11.3577116632357,-3.32873989068975,0.00104512314373273,0.999318021005051,-3.3188801546413,"CNOT1"
"18","seq.13713.164",-0.0101665241084584,9.86683867336406,-2.84476688317809,0.00492462087870755,0.999318021005051,-4.7490178861417,"SEC22A"
"19","seq.14291.53",-0.0177958984346221,9.7447381733317,-2.87117595622934,0.00454696105908296,0.999318021005051,-4.67625420662937,"AGAP2"
"20","seq.15365.41",-0.00815071095443205,9.3128116411215,-2.44603271975346,0.0153412776343857,0.999318021005051,-5.77168346977344,"ADGRB3"
"21","seq.15620.4",-0.00893465971413627,10.7367433381601,-2.4522753255781,0.0150857580251715,0.999318021005051,-5.75678287766552,"NLGN1"
"22","seq.16307.22",-0.00650451457413394,9.27864554802319,-2.5631806366601,0.0111347065490941,0.999318021005051,-5.48612941355102,"UNC5D"
"23","seq.16781.2",-0.0136446337194919,8.53887155367971,-2.40402243957206,0.0171629098734877,0.999318021005051,-5.87102938936246,"ENGASE"
"24","seq.17680.12",-0.00962188188593206,8.11769678349794,-2.46793348444764,0.0144613926537734,0.999318021005051,-5.71925118678107,"EPHB1"
"25","seq.18303.39",-0.00553664188766402,16.9008772009056,-2.7997510796003,0.00563479764623012,0.999318021005051,-4.87162162520213,"NRGN"
"26","seq.18918.86",-0.0192161530836412,7.60622668584742,-2.53673745090203,0.0119817280426657,0.999318021005051,-5.55167868128202,"PDE4A"
"27","seq.18925.24",-0.00988142895055376,12.3262559208537,-2.88028584055366,0.00442294758414319,0.999318021005051,-4.65101097931787,"PSMA5"
"28","seq.19229.92",-0.017680855371242,14.0242845060452,-2.63860564498878,0.00900542307831127,0.999318021005051,-5.29567790511774,"HOMER1"
"29","seq.19236.24",-0.0136876568017372,14.3649098381922,-2.48891075080961,0.013660960218071,0.999318021005051,-5.66861857925394,"SUB1"
"30","seq.19558.10",-0.0171197193397846,11.7660571672616,-2.95839702410001,0.00347981511831054,0.999318021005051,-4.43156233924029,"LRP4"
"31","seq.19620.16",-0.00506812664659253,16.5958789235687,-2.47162095816298,0.0143177391020201,0.999318021005051,-5.71037990196543,"DLG2"
"32","seq.20093.9",0.00754273699918856,7.71233313166172,2.48410034239256,0.0138409434323294,0.999318021005051,-5.68026493518543,"VCAM1"
"33","seq.20540.65",-0.00953785708704513,10.4150840895279,-2.62315535104215,0.00940911108139299,0.999318021005051,-5.33510962390246,"SEMA4G"
"34","seq.21385.5",-0.0105315622576306,11.145640762044,-2.53376569638561,0.0120804293906806,0.999318021005051,-5.55900554881647,"SLITRK2"
"35","seq.21727.15",-0.0158255393122636,10.6319640661166,-2.79620834039259,0.00569446197209296,0.999318021005051,-4.88119405337386,"UBE2Q1"
"36","seq.21746.13",-0.00728738538614762,11.6160249504837,-2.56666118821196,0.0110273056734965,0.999318021005051,-5.47745427498069,"USP10"
"37","seq.21765.10",-0.0155839533051516,10.1004027313544,-2.48610278781655,0.0137657663868564,0.999318021005051,-5.67541943334635,"CYLD"
"38","seq.21991.79",-0.0293412951663728,10.8782854500869,-2.7004074399984,0.00754199968788078,0.999318021005051,-5.13579840685731,"PPP1R9B"
"39","seq.22034.61",-0.00448841387664804,10.3786061379203,-2.81081351576051,0.00545213182270381,0.999318021005051,-4.84165919510152,"ZBTB16"
"40","seq.22086.2",-0.0101758434028337,8.75790174580264,-2.48921363966359,0.0136496975557321,0.999318021005051,-5.66788455578658,"BRMS1L"
"41","seq.22500.9",0.0045340650835806,9.19194530517286,3.48918010068828,0.000600364107159312,0.999318021005051,-2.80053092558605,"MED11"
"42","seq.22572.19",0.0058438249395893,9.91019241487178,2.7074411452668,0.00738985821098804,0.999318021005051,-5.11738477345284,"PGA4"
"43","seq.22588.35",-0.0171832664739772,10.3192417725219,-2.62207539293626,0.00943792762544823,0.999318021005051,-5.33785779629045,"ADGRB2"
"44","seq.22968.9",-0.0202742430737108,13.1733985942752,-2.42490408947247,0.0162348254050387,0.999318021005051,-5.82185083753099,"GAGE2D"
"45","seq.23000.22",-0.00595367087419002,8.19468816001943,-2.83565652615237,0.00506139513845826,0.999318021005051,-4.77397583795226,"NLGN1"
"46","seq.23320.11",-0.00802513399441047,13.6924483007894,-2.52426092911821,0.0124010068146302,0.999318021005051,-5.58238562010333,"MVB12B"
"47","seq.23547.21",0.00792165555784418,11.4808071070522,2.75014537809162,0.0065242387926073,0.999318021005051,-5.0046369644694,"TCEA3"
"48","seq.23665.35",-0.0106228791111182,12.1828261452925,-2.45445336002572,0.0149975006707991,0.999318021005051,-5.7515756903205,"PSMC3"
"49","seq.23699.61",-0.00511393255247371,17.206790308561,-2.53164842686274,0.0121511929837028,0.999318021005051,-5.56422078029359,"DLST"
"50","seq.2431.17",-0.00279178702034686,9.86970549646191,-2.47854809623673,0.0140513035977719,0.999318021005051,-5.69368106099753,"CTSG"
"51","seq.24425.8",-0.0193762443570365,12.5452460319985,-3.88963830832398,0.000138146710852447,0.999318021005051,-1.41401425127611,"MARS1"
"52","seq.24432.3",-0.0196084636276185,11.253107922348,-2.64891531498569,0.00874479082195116,0.999318021005051,-5.26924609129354,"GRIPAP1"
"53","seq.24670.1",-0.0117078177154361,11.808139377929,-2.53199963956232,0.0121394291670389,0.999318021005051,-5.56335595980468,"PIH1D1"
"54","seq.24902.84",-0.0100359050458667,12.8799802771009,-2.82262828123495,0.00526300639065472,0.999318021005051,-4.80953891367431,"GPHN"
"55","seq.24911.57",0.022381610279474,9.64184931601173,3.23686815442454,0.00142273242056785,0.999318021005051,-3.60590613662975,"MVP"
"56","seq.25036.10",-0.0161501733424897,10.3377344559739,-2.48612561334075,0.0137649115557803,0.999318021005051,-5.67536417921285,"RANGAP1"
"57","seq.25072.11",-0.00920578439769887,8.90270402560003,-2.65988543524095,0.00847493974159116,0.999318021005051,-5.2410158041057,"CHD1L"
"58","seq.25081.6",-0.0223364858155922,8.70993531107996,-2.53788408665616,0.0119438376925155,0.999318021005051,-5.54884950044434,"FHIP2A"
"59","seq.25124.21",-0.00527160388782162,9.60471223125434,-2.42817528373172,0.016093536136539,0.999318021005051,-5.81411056268463,"ZBTB7A"
"60","seq.25236.11",-0.005041604631697,13.2003897024336,-2.42469060216415,0.0162440844104346,0.999318021005051,-5.82235564834892,"METTL26"
"61","seq.25468.5",0.0107038944731667,10.9047401848758,2.47675291854641,0.0141199240089692,0.999318021005051,-5.69801279914684,"SOX9"
"62","seq.25472.12",-0.00936905761740999,8.30405757695784,-2.62611252800086,0.00933060905692999,0.999318021005051,-5.32757909538228,"BEGAIN"
"63","seq.3148.49",-0.0024518520882966,10.1391169844605,-2.42388787303385,0.0162789408663119,0.999318021005051,-5.82425340267382,"CXCL2"
"64","seq.3350.53",-0.00518818944769254,10.1086961106699,-2.40541510764578,0.0170995835335417,0.999318021005051,-5.86776196735753,"CAMK2A"
"65","seq.3448.13",-0.0188083609038688,9.72267135555925,-2.88155804026091,0.0044058770359152,0.999318021005051,-4.64747991190673,"INSR"
"66","seq.3484.60",0.0135755465053636,11.3274055766978,2.70924002819864,0.00735139591892451,0.999318021005051,-5.11266832499203,"AGT"
"67","seq.4568.17",-0.0120074221616155,12.1797025066879,-3.04005737877153,0.00269407983138903,0.999318021005051,-4.19641739342644,"SLITRK5"
"68","seq.4569.52",-0.00769342371369779,8.7593936275163,-2.83187238088802,0.00511921715346871,0.999318021005051,-4.78432091127146,"SORCS2"
