"","unique_names","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes"
"83","seq.7105.7",-0.0107066946123749,9.38085161128161,-2.38079039619532,0.0182402991438155,0.99954516408736,-5.93443643978843,"CABLES2"
"84","seq.7139.14",-0.00596473981977364,9.94187263221546,-3.01886303980766,0.00287696255123333,0.99954516408736,-4.26662475774515,"SLITRK4"
"85","seq.7840.64",0.0126051934845595,10.3738186105735,2.39464805716606,0.0175847574060434,0.99954516408736,-5.90213282990978,"LGMN"
"86","seq.7975.97",-0.00934519402020245,10.8956277763727,-2.42441996284683,0.0162463462295548,0.99954516408736,-5.83213406191554,"UNC5A"
"87","seq.8052.115",-0.0199330910975046,11.82154876993,-2.69372027343708,0.00768280688840872,0.99954516408736,-5.16220947192444,"NLGN1"
"88","seq.8060.7",-0.00856486026765114,8.56674838947975,-2.46591711602006,0.0145314939921915,0.99954516408736,-5.73320982564081,"NRG2"
"89","seq.8336.267",-0.00708285892483245,10.0029853191423,-2.46820903339047,0.0144416497196935,0.99954516408736,-5.72770018925829,"GRAMD1C"
"90","seq.8786.6",-0.0104761244968415,12.2997817410357,-2.8181874391975,0.005328136393649,0.99954516408736,-4.83046013381608,"FAM171B"
"91","seq.8851.42",-0.00997493217766678,12.0169635684828,-2.8681989264644,0.00458337102274375,0.99954516408736,-4.69327142617871,"FAM171B"
"92","seq.8890.9",-0.0157378588299448,13.222568146498,-2.89739679672012,0.00419377998497817,0.99954516408736,-4.61215237447601,"TMEM132B"
"93","seq.8957.72",0.00837586644474942,10.7368779196461,2.42211628621302,0.0163465919293124,0.99954516408736,-5.83757946907962,"ERLEC1"
"94","seq.8975.26",-0.0204928402314086,11.190357879631,-3.04010406746658,0.00269022224971356,0.99954516408736,-4.20487291762017,"CNOT9"
"95","seq.9267.2",-0.00838899530156015,10.3629332095881,-2.36826587611977,0.0188512292958025,0.99954516408736,-5.96348017721938,"CPA4"
"96","seq.9348.1",0.00285300568273179,7.90344262629488,2.86402435940469,0.00464169550213941,0.99954516408736,-4.70480775953369,"C1RL"
"97","seq.9738.7",-0.0209936567184614,10.4112082075631,-2.67915687866621,0.00801239419687404,0.99954516408736,-5.20011860788634,"FAF2"
"98","seq.9772.153",-0.0190348087287036,10.5041385671043,-2.76053178429058,0.00632231714508996,0.99954516408736,-4.98585558883624,"NLGN2"
"99","seq.9837.60",0.0445369715130723,16.3894442354889,2.72414651257747,0.00703342776576323,0.99954516408736,-5.08239355003992,"NQO1"
"100","seq.9993.11",-0.00486096333360881,9.90708224978373,-2.47980832214658,0.0139944809546817,0.99954516408736,-5.69974245372653,"ZNF264"
